iteration,node moved,to group,instantaneous gain,            accumulated gain,potential,abs gain %,yes verts,no verts,yes edges,            no edges,verts %,edges %,potential propor %,consults,performance %
212,295535,yes,3.15,10009.20,-23877508355.80,+0.00%,158541,158539,261502,264547,50.00%,                49.71%,50.00%,2,100.00%
213,363044,no,3.85,10013.05,-23877508351.95,+0.00%,158542,158538,261516,264539,50.00%,                49.71%,50.00%,2,100.00%
214,221,no,0.95,10014.00,-23877508351.00,+0.00%,158541,158539,261516,264540,50.00%,                49.71%,50.00%,5,40.00%
215,1817,no,8.05,10022.05,-23877508342.95,+0.00%,158540,158540,261515,264541,50.00%,                49.71%,50.00%,2,100.00%
216,676,yes,0.95,10023.00,-23877508342.00,+0.00%,158539,158541,261512,264553,50.00%,                49.71%,50.00%,4,50.00%
217,1716,no,1.05,10024.05,-23877508340.95,+0.00%,158540,158540,261516,264549,50.00%,                49.71%,50.00%,2,100.00%
218,4563,yes,2.95,10027.00,-23877508338.00,+0.00%,158539,158541,261512,264555,50.00%,                49.71%,50.00%,6,33.33%
219,4564,yes,1.05,10028.05,-23877508336.95,+0.00%,158540,158540,261516,264553,50.00%,                49.71%,50.00%,2,100.00%
220,238,no,2.95,10031.00,-23877508334.00,+0.00%,158541,158539,261518,264553,50.00%,                49.71%,50.00%,3,66.67%
221,239,no,1.05,10032.05,-23877508332.95,+0.00%,158540,158540,261512,264561,50.00%,                49.71%,50.00%,2,100.00%
222,47337,no,1.15,10033.20,-23877508331.80,+0.00%,158539,158541,261512,264563,50.00%,                49.71%,50.00%,8,25.00%
223,47340,no,1.25,10034.45,-23877508330.55,+0.00%,158538,158542,261508,264571,50.00%,                49.71%,50.00%,4,50.00%
224,47341,no,3.35,10037.80,-23877508327.20,+0.00%,158537,158543,261503,264582,50.00%,                49.71%,50.00%,2,100.00%
225,49941,no,1.45,10039.25,-23877508325.75,+0.00%,158536,158544,261500,264595,50.00%,                49.71%,50.00%,3,66.67%
226,286,yes,9.55,10048.80,-23877508316.20,+0.00%,158535,158545,261497,264608,50.00%,                49.70%,50.00%,3,66.67%
227,351,yes,9.65,10058.45,-23877508306.55,+0.00%,158536,158544,261498,264608,50.00%,                49.70%,50.00%,2,100.00%
228,255,yes,4.75,10063.20,-23877508301.80,+0.00%,158537,158543,261502,264607,50.00%,                49.70%,50.00%,5,40.00%
229,326,yes,3.85,10067.05,-23877508297.95,+0.00%,158538,158542,261506,264603,50.00%,                49.71%,50.00%,2,100.00%
230,16382,yes,1.95,10069.00,-23877508296.00,+0.00%,158539,158541,261507,264603,50.00%,                49.71%,50.00%,2,100.00%
231,172151,no,0.05,10069.05,-23877508295.95,+0.00%,158540,158540,261509,264602,50.00%,                49.71%,50.00%,6,33.33%
232,13262,yes,2.95,10072.00,-23877508293.00,+0.00%,158539,158541,261508,264604,50.00%,                49.71%,50.00%,4,50.00%
233,81348,yes,0.05,10072.05,-23877508292.95,+0.00%,158540,158540,261523,264591,50.00%,                49.71%,50.00%,4,50.00%
234,102994,yes,1.15,10073.20,-23877508291.80,+0.00%,158541,158539,261526,264589,50.00%,                49.71%,50.00%,4,50.00%
235,111392,no,1.85,10075.05,-23877508289.95,+0.00%,158542,158538,261535,264584,50.00%,                49.71%,50.00%,4,50.00%
236,321492,no,3.95,10079.00,-23877508286.00,+0.00%,158541,158539,261522,264596,50.00%,                49.71%,50.00%,3,66.67%
237,258,no,2.05,10081.05,-23877508283.95,+0.00%,158540,158540,261521,264600,50.00%,                49.71%,50.00%,5,40.00%
238,2431,yes,1.95,10083.00,-23877508282.00,+0.00%,158539,158541,261520,264604,50.00%,                49.71%,50.00%,2,100.00%
239,405,yes,0.05,10083.05,-23877508281.95,+0.00%,158540,158540,261523,264602,50.00%,                49.71%,50.00%,7,28.57%
240,1524,no,1.95,10085.00,-23877508280.00,+0.00%,158541,158539,261524,264602,50.00%,                49.71%,50.00%,3,66.67%
241,15802,no,3.05,10088.05,-23877508276.95,+0.00%,158540,158540,261522,264605,50.00%,                49.71%,50.00%,4,50.00%
242,23340,yes,0.95,10089.00,-23877508276.00,+0.00%,158539,158541,261517,264614,50.00%,                49.71%,50.00%,2,100.00%
243,314,no,1.05,10090.05,-23877508274.95,+0.00%,158540,158540,261521,264610,50.00%,                49.71%,50.00%,6,33.33%
244,2952,yes,4.95,10095.00,-23877508270.00,+0.00%,158539,158541,261521,264612,50.00%,                49.71%,50.00%,2,100.00%
245,3883,no,0.05,10095.05,-23877508269.95,+0.00%,158540,158540,261531,264606,50.00%,                49.71%,50.00%,2,100.00%
246,5193,yes,0.95,10096.00,-23877508269.00,+0.00%,158539,158541,261531,264607,50.00%,                49.71%,50.00%,2,100.00%
247,4059,yes,9.05,10105.05,-23877508259.95,+0.00%,158540,158540,261533,264605,50.00%,                49.71%,50.00%,6,33.33%
248,6336,yes,1.15,10106.20,-23877508258.80,+0.00%,158541,158539,261572,264576,50.00%,                49.71%,50.00%,4,50.00%
249,8479,no,0.85,10107.05,-23877508257.95,+0.00%,158542,158538,261588,264564,50.00%,                49.72%,50.00%,4,50.00%
250,10095,yes,7.15,10114.20,-23877508250.80,+0.00%,158541,158539,261582,264568,50.00%,                49.72%,50.00%,3,66.67%
251,10510,yes,0.25,10114.45,-23877508250.55,+0.00%,158542,158538,261622,264538,50.00%,                49.72%,50.00%,2,100.00%
252,13034,yes,4.35,10118.80,-23877508246.20,+0.00%,158543,158537,261629,264536,50.00%,                49.72%,50.00%,4,50.00%
253,14753,yes,2.45,10121.25,-23877508243.75,+0.00%,158544,158536,261657,264519,50.00%,                49.73%,50.00%,2,100.00%
254,19521,no,6.55,10127.80,-23877508237.20,+0.00%,158545,158535,261678,264509,50.00%,                49.73%,50.00%,3,66.67%
255,19904,no,6.65,10134.45,-23877508230.55,+0.00%,158544,158536,261667,264518,50.00%,                49.73%,50.00%,2,100.00%
256,20623,no,5.75,10140.20,-23877508224.80,+0.00%,158543,158537,261654,264531,50.00%,                49.73%,50.00%,3,66.67%
257,21656,no,0.85,10141.05,-23877508223.95,+0.00%,158542,158538,261650,264536,50.00%,                49.73%,50.00%,3,66.67%
258,26600,yes,1.15,10142.20,-23877508222.80,+0.00%,158541,158539,261646,264538,50.00%,                49.73%,50.00%,2,100.00%
259,29313,yes,3.25,10145.45,-23877508219.55,+0.00%,158542,158538,261652,264536,50.00%,                49.73%,50.00%,3,66.67%
260,32476,yes,3.35,10148.80,-23877508216.20,+0.00%,158543,158537,261669,264527,50.00%,                49.73%,50.00%,3,66.67%
261,35917,no,1.65,10150.45,-23877508214.55,+0.00%,158544,158536,261685,264521,50.00%,                49.73%,50.00%,2,100.00%
262,48537,no,6.75,10157.20,-23877508207.80,+0.00%,158543,158537,261672,264529,50.00%,                49.73%,50.00%,3,66.67%
263,83825,no,0.85,10158.05,-23877508206.95,+0.00%,158542,158538,261652,264551,50.00%,                49.72%,50.00%,3,66.67%
264,218773,yes,1.15,10159.20,-23877508205.80,+0.00%,158541,158539,261649,264552,50.00%,                49.72%,50.00%,8,25.00%
265,1232,no,3.85,10163.05,-23877508201.95,+0.00%,158542,158538,261655,264550,50.00%,                49.72%,50.00%,8,25.00%
266,272,no,0.95,10164.00,-23877508201.00,+0.00%,158541,158539,261655,264551,50.00%,                49.72%,50.00%,4,50.00%
267,24762,no,8.05,10172.05,-23877508192.95,+0.00%,158540,158540,261654,264552,50.00%,                49.72%,50.00%,4,50.00%
268,41661,yes,2.95,10175.00,-23877508190.00,+0.00%,158539,158541,261631,264584,50.00%,                49.72%,50.00%,3,66.67%
269,83925,yes,6.05,10181.05,-23877508183.95,+0.00%,158540,158540,261637,264580,50.00%,                49.72%,50.00%,3,66.67%
270,99545,yes,4.15,10185.20,-23877508179.80,+0.00%,158541,158539,261654,264570,50.00%,                49.72%,50.00%,3,66.67%
271,275,no,4.85,10190.05,-23877508174.95,+0.00%,158542,158538,261662,264569,50.00%,                49.72%,50.00%,4,50.00%
272,22434,no,4.95,10195.00,-23877508170.00,+0.00%,158541,158539,261661,264572,50.00%,                49.72%,50.00%,2,100.00%
273,2489,yes,0.05,10195.05,-23877508169.95,+0.00%,158540,158540,261661,264576,50.00%,                49.72%,50.00%,12,16.67%
274,4995,no,0.95,10196.00,-23877508169.00,+0.00%,158541,158539,261663,264575,50.00%,                49.72%,50.00%,3,66.67%
275,281,no,0.05,10196.05,-23877508168.95,+0.00%,158540,158540,261662,264576,50.00%,                49.72%,50.00%,2,100.00%
276,282,yes,0.95,10197.00,-23877508168.00,+0.00%,158539,158541,261661,264578,50.00%,                49.72%,50.00%,2,100.00%
277,9855,yes,1.05,10198.05,-23877508166.95,+0.00%,158540,158540,261662,264577,50.00%,                49.72%,50.00%,10,20.00%
278,25576,no,2.95,10201.00,-23877508164.00,+0.00%,158541,158539,261684,264557,50.00%,                49.73%,50.00%,2,100.00%
279,29251,yes,2.05,10203.05,-23877508161.95,+0.00%,158540,158540,261675,264568,50.00%,                49.73%,50.00%,2,100.00%
280,1993,no,1.95,10205.00,-23877508160.00,+0.00%,158541,158539,261687,264559,50.00%,                49.73%,50.00%,3,66.67%
281,3408,no,2.05,10207.05,-23877508157.95,+0.00%,158540,158540,261686,264561,50.00%,                49.73%,50.00%,3,66.67%
282,2908,yes,2.95,10210.00,-23877508155.00,+0.00%,158539,158541,261683,264567,50.00%,                49.73%,50.00%,6,33.33%
283,16972,no,0.05,10210.05,-23877508154.95,+0.00%,158540,158540,261694,264558,50.00%,                49.73%,50.00%,3,66.67%
284,40827,no,1.15,10211.20,-23877508153.80,+0.00%,158539,158541,261694,264559,50.00%,                49.73%,50.00%,3,66.67%
285,318,yes,5.85,10217.05,-23877508147.95,+0.00%,158538,158542,261693,264564,50.00%,                49.73%,50.00%,4,50.00%
286,319,yes,2.95,10220.00,-23877508145.00,+0.00%,158539,158541,261699,264561,50.00%,                49.73%,50.00%,2,100.00%
287,321,yes,3.05,10223.05,-23877508141.95,+0.00%,158540,158540,261702,264560,50.00%,                49.73%,50.00%,3,66.67%
288,21633,yes,2.15,10225.20,-23877508139.80,+0.00%,158541,158539,261706,264560,50.00%,                49.73%,50.00%,3,66.67%
289,40078,no,0.85,10226.05,-23877508138.95,+0.00%,158542,158538,261730,264541,50.00%,                49.73%,50.00%,2,100.00%
290,44065,no,1.95,10228.00,-23877508137.00,+0.00%,158541,158539,261728,264541,50.00%,                49.73%,50.00%,2,100.00%
291,957,no,1.05,10229.05,-23877508135.95,+0.00%,158540,158540,261723,264547,50.00%,                49.73%,50.00%,2,100.00%
292,7144,yes,2.95,10232.00,-23877508133.00,+0.00%,158539,158541,261721,264551,50.00%,                49.73%,50.00%,4,50.00%
293,17466,no,1.05,10233.05,-23877508131.95,+0.00%,158540,158540,261723,264551,50.00%,                49.73%,50.00%,7,28.57%
294,51416,no,1.15,10234.20,-23877508130.80,+0.00%,158539,158541,261720,264556,50.00%,                49.73%,50.00%,3,66.67%
295,51418,no,0.25,10234.45,-23877508130.55,+0.00%,158538,158542,261719,264561,50.00%,                49.73%,50.00%,3,66.67%
296,438,yes,7.75,10242.20,-23877508122.80,+0.00%,158537,158543,261715,264570,50.00%,                49.73%,50.00%,6,33.33%
297,612,yes,4.85,10247.05,-23877508117.95,+0.00%,158538,158542,261721,264567,50.00%,                49.73%,50.00%,4,50.00%
298,2847,yes,0.95,10248.00,-23877508117.00,+0.00%,158539,158541,261723,264567,50.00%,                49.73%,50.00%,5,40.00%
299,4130,no,3.05,10251.05,-23877508113.95,+0.00%,158540,158540,261726,264564,50.00%,                49.73%,50.00%,2,100.00%
300,8886,no,2.15,10253.20,-23877508111.80,+0.00%,158539,158541,261721,264573,50.00%,                49.73%,50.00%,2,100.00%
301,27773,yes,7.85,10261.05,-23877508103.95,+0.00%,158538,158542,261716,264583,50.00%,                49.73%,50.00%,2,100.00%
302,40024,no,10.15,10271.20,-23877508093.80,+0.00%,158539,158541,261727,264577,50.00%,                49.73%,50.00%,3,66.67%
303,69979,yes,7.85,10279.05,-23877508085.95,+0.00%,158538,158542,261717,264600,50.00%,                49.73%,50.00%,3,66.67%
304,356,yes,2.95,10282.00,-23877508083.00,+0.00%,158539,158541,261726,264596,50.00%,                49.73%,50.00%,4,50.00%
305,478,no,2.05,10284.05,-23877508080.95,+0.00%,158540,158540,261734,264590,50.00%,                49.73%,50.00%,3,66.67%
306,9130,no,2.15,10286.20,-23877508078.80,+0.00%,158539,158541,261734,264593,50.00%,                49.73%,50.00%,8,25.00%
307,38606,yes,1.85,10288.05,-23877508076.95,+0.00%,158538,158542,261725,264607,50.00%,                49.73%,50.00%,2,100.00%
308,1596,yes,5.95,10294.00,-23877508071.00,+0.00%,158539,158541,261727,264604,50.00%,                49.73%,50.00%,3,66.67%
309,3886,yes,18.05,10312.05,-23877508052.95,+0.00%,158540,158540,261752,264584,50.00%,                49.73%,50.00%,2,100.00%
310,1778,yes,0.15,10312.20,-23877508052.80,+0.00%,158541,158539,261820,264535,50.00%,                49.74%,50.00%,5,40.00%
311,4329,no,2.85,10315.05,-23877508049.95,+0.00%,158542,158538,261827,264531,50.00%,                49.74%,50.00%,2,100.00%
312,4371,yes,2.15,10317.20,-23877508047.80,+0.00%,158541,158539,261826,264532,50.00%,                49.74%,50.00%,3,66.67%
313,6615,no,2.85,10320.05,-23877508044.95,+0.00%,158542,158538,261835,264528,50.00%,                49.74%,50.00%,6,33.33%
314,360,yes,2.15,10322.20,-23877508042.80,+0.00%,158541,158539,261834,264529,50.00%,                49.74%,50.00%,3,66.67%
315,798,no,11.85,10334.05,-23877508030.95,+0.00%,158542,158538,261848,264520,50.00%,                49.75%,50.00%,2,100.00%
316,16056,no,1.95,10336.00,-23877508029.00,+0.00%,158541,158539,261845,264532,50.00%,                49.74%,50.00%,6,33.33%
317,18045,yes,8.05,10344.05,-23877508020.95,+0.00%,158540,158540,261840,264538,50.00%,                49.74%,50.00%,2,100.00%
318,34742,yes,2.15,10346.20,-23877508018.80,+0.00%,158541,158539,261858,264529,50.00%,                49.75%,50.00%,3,66.67%
319,36304,no,1.85,10348.05,-23877508016.95,+0.00%,158542,158538,261864,264528,50.00%,                49.75%,50.00%,3,66.67%
320,99634,no,2.95,10351.00,-23877508014.00,+0.00%,158541,158539,261863,264528,50.00%,                49.75%,50.00%,4,50.00%
321,327338,yes,0.05,10351.05,-23877508013.95,+0.00%,158540,158540,261843,264550,50.00%,                49.74%,50.00%,6,33.33%
322,328797,no,0.95,10352.00,-23877508013.00,+0.00%,158541,158539,261845,264549,50.00%,                49.74%,50.00%,3,66.67%
323,34801,no,1.05,10353.05,-23877508011.95,+0.00%,158540,158540,261844,264550,50.00%,                49.74%,50.00%,3,66.67%
324,44695,yes,2.95,10356.00,-23877508009.00,+0.00%,158539,158541,261821,264575,50.00%,                49.74%,50.00%,2,100.00%
325,44696,no,3.05,10359.05,-23877508005.95,+0.00%,158540,158540,261825,264573,50.00%,                49.74%,50.00%,2,100.00%
326,47013,yes,2.95,10362.00,-23877508003.00,+0.00%,158539,158541,261819,264583,50.00%,                49.74%,50.00%,2,100.00%
327,68285,yes,0.05,10362.05,-23877508002.95,+0.00%,158540,158540,261830,264574,50.00%,                49.74%,50.00%,2,100.00%
328,381,no,1.95,10364.00,-23877508001.00,+0.00%,158541,158539,261832,264573,50.00%,                49.74%,50.00%,6,33.33%
329,382,yes,0.05,10364.05,-23877508000.95,+0.00%,158540,158540,261832,264574,50.00%,                49.74%,50.00%,2,100.00%
330,56052,no,1.95,10366.00,-23877507999.00,+0.00%,158541,158539,261835,264572,50.00%,                49.74%,50.00%,4,50.00%
331,74971,yes,0.05,10366.05,-23877507998.95,+0.00%,158540,158540,261826,264582,50.00%,                49.74%,50.00%,2,100.00%
332,1746,no,2.95,10369.00,-23877507996.00,+0.00%,158541,158539,261827,264582,50.00%,                49.74%,50.00%,3,66.67%
333,4541,no,0.05,10369.05,-23877507995.95,+0.00%,158540,158540,261826,264585,50.00%,                49.74%,50.00%,2,100.00%
334,6816,no,5.15,10374.20,-23877507990.80,+0.00%,158539,158541,261817,264595,50.00%,                49.74%,50.00%,2,100.00%
335,6817,no,1.25,10375.45,-23877507989.55,+0.00%,158538,158542,261808,264612,50.00%,                49.73%,50.00%,2,100.00%
336,12605,yes,2.75,10378.20,-23877507986.80,+0.00%,158537,158543,261789,264637,50.00%,                49.73%,50.00%,4,50.00%
337,15128,yes,7.85,10386.05,-23877507978.95,+0.00%,158538,158542,261808,264616,50.00%,                49.73%,50.00%,2,100.00%
338,15129,no,2.15,10388.20,-23877507976.80,+0.00%,158539,158541,261847,264582,50.00%,                49.74%,50.00%,2,100.00%
339,35721,no,3.25,10391.45,-23877507973.55,+0.00%,158538,158542,261795,264639,50.00%,                49.73%,50.00%,11,18.18%
340,6062,yes,3.75,10395.20,-23877507969.80,+0.00%,158537,158543,261787,264655,50.00%,                49.73%,50.00%,6,33.33%
341,11581,yes,4.85,10400.05,-23877507964.95,+0.00%,158538,158542,261797,264644,50.00%,                49.73%,50.00%,4,50.00%
342,13529,yes,7.95,10408.00,-23877507957.00,+0.00%,158539,158541,261801,264642,50.00%,                49.73%,50.00%,2,100.00%
343,15824,yes,6.05,10414.05,-23877507950.95,+0.00%,158540,158540,261811,264639,50.00%,                49.73%,50.00%,3,66.67%
344,16634,yes,1.15,10415.20,-23877507949.80,+0.00%,158541,158539,261823,264634,50.00%,                49.73%,50.00%,2,100.00%
345,18873,yes,7.25,10422.45,-23877507942.55,+0.00%,158542,158538,261827,264634,50.00%,                49.73%,50.00%,2,100.00%
346,18938,no,5.75,10428.20,-23877507936.80,+0.00%,158543,158537,261852,264621,50.00%,                49.74%,50.00%,2,100.00%
347,23675,no,1.85,10430.05,-23877507934.95,+0.00%,158542,158538,261839,264635,50.00%,                49.73%,50.00%,3,66.67%
348,187258,no,3.95,10434.00,-23877507931.00,+0.00%,158541,158539,261837,264636,50.00%,                49.73%,50.00%,12,16.67%
349,289116,yes,0.05,10434.05,-23877507930.95,+0.00%,158540,158540,261829,264647,50.00%,                49.73%,50.00%,6,33.33%
350,404,no,6.95,10441.00,-23877507924.00,+0.00%,158541,158539,261830,264647,50.00%,                49.73%,50.00%,2,100.00%
351,3620,no,6.05,10447.05,-23877507917.95,+0.00%,158540,158540,261817,264666,50.00%,                49.73%,50.00%,5,40.00%
352,6729,no,22.15,10469.20,-23877507895.80,+0.00%,158539,158541,261807,264683,50.00%,                49.73%,50.00%,4,50.00%
353,6840,no,8.25,10477.45,-23877507887.55,+0.00%,158538,158542,261798,264717,50.00%,                49.72%,50.00%,2,100.00%
354,11241,yes,6.75,10484.20,-23877507880.80,+0.00%,158537,158543,261784,264744,50.00%,                49.72%,50.00%,5,40.00%
355,13884,yes,5.85,10490.05,-23877507874.95,+0.00%,158538,158542,261790,264740,50.00%,                49.72%,50.00%,3,66.67%
356,19850,yes,0.95,10491.00,-23877507874.00,+0.00%,158539,158541,261905,264628,50.00%,                49.74%,50.00%,7,28.57%
357,23390,no,0.05,10491.05,-23877507873.95,+0.00%,158540,158540,261931,264602,50.00%,                49.75%,50.00%,3,66.67%
358,27822,yes,9.95,10501.00,-23877507864.00,+0.00%,158539,158541,261930,264604,50.00%,                49.75%,50.00%,3,66.67%
359,41993,no,11.05,10512.05,-23877507852.95,+0.00%,158540,158540,262009,264534,50.00%,                49.76%,50.00%,3,66.67%
360,86167,no,16.15,10528.20,-23877507836.80,+0.00%,158539,158541,261975,264580,50.00%,                49.75%,50.00%,4,50.00%
361,87356,no,12.25,10540.45,-23877507824.55,+0.00%,158538,158542,261965,264609,50.00%,                49.75%,50.00%,3,66.67%
362,2566,yes,5.75,10546.20,-23877507818.80,+0.00%,158537,158543,261964,264627,50.00%,                49.75%,50.00%,3,66.67%
363,32677,yes,6.85,10553.05,-23877507811.95,+0.00%,158538,158542,261972,264620,50.00%,                49.75%,50.00%,8,25.00%
364,107098,yes,1.95,10555.00,-23877507810.00,+0.00%,158539,158541,261980,264616,50.00%,                49.75%,50.00%,2,100.00%
365,421,no,2.05,10557.05,-23877507807.95,+0.00%,158540,158540,261981,264616,50.00%,                49.75%,50.00%,2,100.00%
366,6010,yes,8.95,10566.00,-23877507799.00,+0.00%,158539,158541,261980,264620,50.00%,                49.75%,50.00%,3,66.67%
367,13341,yes,1.05,10567.05,-23877507797.95,+0.00%,158540,158540,261996,264612,50.00%,                49.75%,50.00%,2,100.00%
368,424,no,1.95,10569.00,-23877507796.00,+0.00%,158541,158539,262004,264606,50.00%,                49.75%,50.00%,4,50.00%
369,188014,no,4.05,10573.05,-23877507791.95,+0.00%,158540,158540,262004,264607,50.00%,                49.75%,50.00%,5,40.00%
370,9337,yes,6.95,10580.00,-23877507785.00,+0.00%,158539,158541,262004,264612,50.00%,                49.75%,50.00%,8,25.00%
371,11648,yes,1.05,10581.05,-23877507783.95,+0.00%,158540,158540,262021,264601,50.00%,                49.76%,50.00%,2,100.00%
372,19998,yes,4.15,10585.20,-23877507779.80,+0.00%,158541,158539,262038,264586,50.00%,                49.76%,50.00%,2,100.00%
373,29036,no,1.85,10587.05,-23877507777.95,+0.00%,158542,158538,262081,264550,50.00%,                49.77%,50.00%,5,40.00%
374,36309,no,1.95,10589.00,-23877507776.00,+0.00%,158541,158539,262063,264567,50.00%,                49.76%,50.00%,2,100.00%
375,41891,no,0.05,10589.05,-23877507775.95,+0.00%,158540,158540,262035,264596,50.00%,                49.76%,50.00%,2,100.00%
376,55338,yes,9.95,10599.00,-23877507766.00,+0.00%,158539,158541,262005,264627,50.00%,                49.75%,50.00%,5,40.00%
377,75542,yes,3.05,10602.05,-23877507762.95,+0.00%,158540,158540,262033,264608,50.00%,                49.76%,50.00%,5,40.00%
378,76521,no,0.95,10603.00,-23877507762.00,+0.00%,158541,158539,262037,264608,50.00%,                49.76%,50.00%,2,100.00%
379,179953,no,14.05,10617.05,-23877507747.95,+0.00%,158540,158540,262013,264632,50.00%,                49.75%,50.00%,4,50.00%
380,246869,yes,10.95,10628.00,-23877507737.00,+0.00%,158539,158541,262003,264657,50.00%,                49.75%,50.00%,2,100.00%
381,428,yes,0.05,10628.05,-23877507736.95,+0.00%,158540,158540,262028,264642,50.00%,                49.75%,50.00%,3,66.67%
382,433,no,6.95,10635.00,-23877507730.00,+0.00%,158541,158539,262029,264642,50.00%,                49.75%,50.00%,3,66.67%
383,630,yes,0.05,10635.05,-23877507729.95,+0.00%,158540,158540,262027,264650,50.00%,                49.75%,50.00%,2,100.00%
384,2035,no,3.95,10639.00,-23877507726.00,+0.00%,158541,158539,262034,264644,50.00%,                49.75%,50.00%,5,40.00%
385,2164,no,3.05,10642.05,-23877507722.95,+0.00%,158540,158540,262033,264648,50.00%,                49.75%,50.00%,2,100.00%
386,987,yes,3.95,10646.00,-23877507719.00,+0.00%,158539,158541,262033,264652,50.00%,                49.75%,50.00%,8,25.00%
387,389349,yes,1.05,10647.05,-23877507717.95,+0.00%,158540,158540,262036,264652,50.00%,                49.75%,50.00%,5,40.00%
388,1455,yes,0.15,10647.20,-23877507717.80,+0.00%,158541,158539,262038,264652,50.00%,                49.75%,50.00%,3,66.67%
389,9499,no,4.85,10652.05,-23877507712.95,+0.00%,158542,158538,262042,264651,50.00%,                49.75%,50.00%,3,66.67%
390,15019,yes,0.15,10652.20,-23877507712.80,+0.00%,158541,158539,262033,264662,50.00%,                49.75%,50.00%,4,50.00%
391,33063,no,1.85,10654.05,-23877507710.95,+0.00%,158542,158538,262037,264661,50.00%,                49.75%,50.00%,2,100.00%
392,1851,yes,3.15,10657.20,-23877507707.80,+0.00%,158541,158539,262035,264662,50.00%,                49.75%,50.00%,11,18.18%
393,1905,no,1.85,10659.05,-23877507705.95,+0.00%,158542,158538,262054,264649,50.00%,                49.75%,50.00%,2,100.00%
394,2577,yes,0.15,10659.20,-23877507705.80,+0.00%,158541,158539,262043,264659,50.00%,                49.75%,50.00%,2,100.00%
395,6453,no,2.85,10662.05,-23877507702.95,+0.00%,158542,158538,262065,264640,50.00%,                49.76%,50.00%,7,28.57%
396,6946,no,2.95,10665.00,-23877507700.00,+0.00%,158541,158539,262061,264644,50.00%,                49.75%,50.00%,5,40.00%
397,7554,no,0.05,10665.05,-23877507699.95,+0.00%,158540,158540,262049,264658,50.00%,                49.75%,50.00%,3,66.67%
398,14168,no,4.15,10669.20,-23877507695.80,+0.00%,158539,158541,262041,264667,50.00%,                49.75%,50.00%,5,40.00%
399,15516,yes,1.85,10671.05,-23877507693.95,+0.00%,158538,158542,261991,264724,50.00%,                49.74%,50.00%,2,100.00%
400,27004,yes,6.95,10678.00,-23877507687.00,+0.00%,158539,158541,261991,264723,50.00%,                49.74%,50.00%,6,33.33%
401,57163,no,1.05,10679.05,-23877507685.95,+0.00%,158540,158540,262008,264712,50.00%,                49.74%,50.00%,4,50.00%
402,678,yes,0.95,10680.00,-23877507685.00,+0.00%,158539,158541,262008,264714,50.00%,                49.74%,50.00%,5,40.00%
403,4919,yes,2.05,10682.05,-23877507682.95,+0.00%,158540,158540,262009,264713,50.00%,                49.74%,50.00%,3,66.67%
404,37934,yes,4.15,10686.20,-23877507678.80,+0.00%,158541,158539,262021,264704,50.00%,                49.75%,50.00%,2,100.00%
405,456,no,0.85,10687.05,-23877507677.95,+0.00%,158542,158538,262037,264695,50.00%,                49.75%,50.00%,2,100.00%
406,2954,no,4.95,10692.00,-23877507673.00,+0.00%,158541,158539,262035,264695,50.00%,                49.75%,50.00%,2,100.00%
407,5893,no,6.05,10698.05,-23877507666.95,+0.00%,158540,158540,262033,264701,50.00%,                49.75%,50.00%,2,100.00%
408,460,yes,1.95,10700.00,-23877507665.00,+0.00%,158539,158541,262003,264738,50.00%,                49.74%,50.00%,2,100.00%
409,702,no,1.05,10701.05,-23877507663.95,+0.00%,158540,158540,262004,264738,50.00%,                49.74%,50.00%,2,100.00%
410,318679,yes,3.95,10705.00,-23877507660.00,+0.00%,158539,158541,261982,264762,50.00%,                49.74%,50.00%,6,33.33%
411,318680,yes,4.05,10709.05,-23877507655.95,+0.00%,158540,158540,261988,264759,50.00%,                49.74%,50.00%,2,100.00%
412,326155,yes,4.15,10713.20,-23877507651.80,+0.00%,158541,158539,261995,264757,50.00%,                49.74%,50.00%,4,50.00%
413,355684,yes,4.25,10717.45,-23877507647.55,+0.00%,158542,158538,262003,264756,50.00%,                49.74%,50.00%,2,100.00%
414,469,no,2.75,10720.20,-23877507644.80,+0.00%,158543,158537,262012,264756,50.00%,                49.74%,50.00%,3,66.67%
415,12953,no,2.85,10723.05,-23877507641.95,+0.00%,158542,158538,262010,264756,50.00%,                49.74%,50.00%,3,66.67%
416,12954,no,1.95,10725.00,-23877507640.00,+0.00%,158541,158539,262006,264760,50.00%,                49.74%,50.00%,2,100.00%
417,22072,no,0.05,10725.05,-23877507639.95,+0.00%,158540,158540,262004,264763,50.00%,                49.74%,50.00%,4,50.00%
418,6012,yes,0.95,10726.00,-23877507639.00,+0.00%,158539,158541,262001,264767,50.00%,                49.74%,50.00%,12,16.67%
419,9442,no,7.05,10733.05,-23877507631.95,+0.00%,158540,158540,262004,264764,50.00%,                49.74%,50.00%,3,66.67%
420,23505,yes,0.95,10734.00,-23877507631.00,+0.00%,158539,158541,261990,264786,50.00%,                49.73%,50.00%,5,40.00%
421,26024,no,4.05,10738.05,-23877507626.95,+0.00%,158540,158540,261996,264780,50.00%,                49.74%,50.00%,2,100.00%
422,481,yes,3.95,10742.00,-23877507623.00,+0.00%,158539,158541,261987,264794,50.00%,                49.73%,50.00%,3,66.67%
423,601,yes,5.05,10747.05,-23877507617.95,+0.00%,158540,158540,262013,264771,50.00%,                49.74%,50.00%,2,100.00%
424,3684,yes,0.15,10747.20,-23877507617.80,+0.00%,158541,158539,262031,264759,50.00%,                49.74%,50.00%,8,25.00%
